Main Serial No.,Sr. No.,College Name,College Code,Merit No,Merit Marks,Gender,Candidate Type,Category,Home University,PH Type,Defence Type,HSC Eligibility,Seat Type,Fees Paid,CAP Round,Admitted/Uploaded Late,BRANCH,NATIONALITY
159,2,"AISSMS,Pune",6278,13,67.23074658,M,TYPE A,OPEN,PUNE,NA,NA,67.17,IL,56127,INSTITUTE LEVEL,NO,CIVIL,INDIAN
160,3,"AISSMS,Pune",6278,16,43.95102661,M,TYPE A,OPEN,PUNE,NA,NA,50.67,IL,106508,INSTITUTE LEVEL,NO,CIVIL,INDIAN
161,4,"AISSMS,Pune",6278,17,56.0471852,M,TYPE A,OPEN,PUNE,NA,NA,62.67,IL,107008,INSTITUTE LEVEL,NO,CIVIL,INDIAN
162,5,"AISSMS,Pune",6278,24,51.76506683,M,OMS,OPEN,OHU,NA,NA,63.33,IL,107508,INSTITUTE LEVEL,NO,CIVIL,INDIAN
163,6,"AISSMS,Pune",6278,27,57.53288395,F,TYPE A,OPEN,PUNE,NA,NA,60.33,IL,107008,INSTITUTE LEVEL,NO,CIVIL,INDIAN
164,7,"AISSMS,Pune",6278,28,40.79152582,M,TYPE A,OPEN,PUNE,NA,NA,51.67,IL,107008,INSTITUTE LEVEL,NO,CIVIL,INDIAN
165,8,"AISSMS,Pune",6278,33,64.15036665,M,TYPE A,OPEN,SHIVAJI,NA,NA,61,IL,106508,INSTITUTE LEVEL,NO,CIVIL,INDIAN
166,9,"AISSMS,Pune",6278,34,61.25630202,M,OMS,OPEN,OHU,NA,NA,58,IL,0,INSTITUTE LEVEL,NO,CIVIL,INDIAN
167,10,"AISSMS,Pune",6278,40,48.93006033,M,TYPE A,OPEN,MUMBAI,NA,NA,56.17,IL,107008,INSTITUTE LEVEL,NO,CIVIL,INDIAN
168,11,"AISSMS,Pune",6278,48,68.73705442,M,TYPE A,OPEN,PUNE,NA,NA,83,IL,107008,INSTITUTE LEVEL,NO,CIVIL,INDIAN
169,12,"AISSMS,Pune",6278,51,62.65633431,M,TYPE A,OPEN,NORTH MAHARASHTRA,NA,NA,74.33,IL,106500,INSTITUTE LEVEL,NO,CIVIL,INDIAN
170,13,"AISSMS,Pune",6278,55,64.25839561,M,TYPE A,OPEN,PUNE,NA,NA,75.67,IL,107008,INSTITUTE LEVEL,NO,CIVIL,INDIAN
171,14,"AISSMS,Pune",6278,56,55.5982742,M,TYPE A,OPEN,PUNE,NA,NA,58.67,IL,107008,INSTITUTE LEVEL,NO,CIVIL,INDIAN
172,15,"AISSMS,Pune",6278,68,30.3440016,M,TYPE A,OBC,PUNE,NA,NA,45.67,IL,106508,INSTITUTE LEVEL,NO,CIVIL,INDIAN
173,16,"AISSMS,Pune",6278,73,52.34980723,M,TYPE A,OPEN,PUNE,NA,NA,60.67,IL,107008,INSTITUTE LEVEL,NO,CIVIL,INDIAN
174,17,"AISSMS,Pune",6278,78,46.96153446,M,TYPE A,OPEN,PUNE,NA,NA,62.67,IL,107008,INSTITUTE LEVEL,NO,CIVIL,INDIAN
175,18,"AISSMS,Pune",6278,87,33.62539507,M,TYPE A,OPEN,SHIVAJI,NA,NA,54.67,IL,107008,INSTITUTE LEVEL,NO,CIVIL,INDIAN
176,19,"AISSMS,Pune",6278,88,37.57588587,M,TYPE A,OPEN,PUNE,NA,NA,51.33,IL,107008,INSTITUTE LEVEL,NO,CIVIL,INDIAN
177,20,"AISSMS,Pune",6278,91,25.71528141,M,TYPE A,OPEN,SHIVAJI,NA,NA,55.83,IL,107008,INSTITUTE LEVEL,NO,CIVIL,INDIAN
178,21,"AISSMS,Pune",6278,94,45.71610635,M,TYPE A,OBC,PUNE,NA,NA,69.17,IL,107008,INSTITUTE LEVEL,NO,CIVIL,INDIAN
179,22,"AISSMS,Pune",6278,1,65.76,M,TYPE A,OPEN,PUNE,NA,NA,65.76,IL,107008,INSTITUTE LEVEL,NO,CIVIL,INDIAN
180,23,"AISSMS,Pune",6278,1,60.67,F,OMS,OPEN,OHU,NA,NA,54.33,IL,107008,INSTITUTE LEVEL,NO,CIVIL,INDIAN
181,24,"AISSMS,Pune",6278,3,60.83,M,TYPE A,OBC,PUNE,NA,NA,49.33,IL,100000,INSTITUTE LEVEL,NO,CIVIL,INDIAN
182,1,"AISSMS,Pune",6278,222,30.0292,M,J&K,NA,OHU,NA,NA,67.33,JK,27108,J&K COUNSELING,NO,CIVIL,J&K
183,1,"AISSMS,Pune",6278,10309,89.6726,M,TYPE A,OPEN,PUNE,NA,NA,83.33,GOPENO,13462,ROUND 1,NO,CIVIL,INDIAN
184,2,"AISSMS,Pune",6278,11516,88.4454,M,TYPE C,OPEN,PUNE,NA,DEF 3,94.67,GOPENO,13462,ROUND 1,NO,CIVIL,INDIAN
185,3,"AISSMS,Pune",6278,12796,87.1569,M,TYPE A,OBC,PUNE,NA,NA,80.5,GOPENO,13462,ROUND 1,NO,CIVIL,INDIAN
186,4,"AISSMS,Pune",6278,13604,86.4051,M,TYPE A,OPEN,PUNE,NA,NA,71,GOPENO,13470,ROUND 1,NO,CIVIL,INDIAN
187,5,"AISSMS,Pune",6278,14296,85.6787,M,TYPE A,OPEN,SOLAPUR,NA,NA,81.83,GOPENO,13462,ROUND 1,NO,CIVIL,INDIAN
188,6,"AISSMS,Pune",6278,11692,88.27910366,M,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,80.33,GOPENO,13462,ROUND 2,NO,CIVIL,INDIAN
189,1,"AISSMS,Pune",6278,3603,43.561,M,OMS,NA,OHU,NA,NA,96,AI,107508,ROUND 1,NO,COMPUTER,INDIAN
190,2,"AISSMS,Pune",6278,12572,15.6676,M,TYPE A,OPEN,AMRAVATI,NA,NA,73.17,AI,107508,ROUND 1,NO,COMPUTER,INDIAN
191,3,"AISSMS,Pune",6278,23584,76.3336,F,TYPE A,NT-B,PUNE,NA,NA,82.33,GNT1H,13462,ROUND 1,NO,COMPUTER,INDIAN
192,4,"AISSMS,Pune",6278,31268,69.5974,M,TYPE A,NT-C,PUNE,NA,NA,83.33,GNT2H,13462,ROUND 1,NO,COMPUTER,INDIAN
193,5,"AISSMS,Pune",6278,53777,53.7992,M,TYPE A,NT-D,S.R.T.M.U.,NA,DEF1,49.5,GNT3O,13462,ROUND 1,NO,COMPUTER,INDIAN
194,6,"AISSMS,Pune",6278,19714,80.0935,F,TYPE A,OBC,PUNE,NA,NA,80.33,GOBCH,60235,ROUND 1,NO,COMPUTER,INDIAN
195,7,"AISSMS,Pune",6278,21325,78.481,F,TYPE A,OBC,PUNE,NA,NA,76.67,GOBCH,60235,ROUND 1,NO,COMPUTER,INDIAN
196,8,"AISSMS,Pune",6278,22586,77.2995,M,TYPE A,OBC,PUNE,NA,NA,64.67,GOBCH,60235,ROUND 1,NO,COMPUTER,INDIAN
197,9,"AISSMS,Pune",6278,16326,83.5282,M,TYPE A,OBC,AMRAVATI,NA,NA,69.67,GOBCO,60235,ROUND 1,NO,COMPUTER,INDIAN
198,10,"AISSMS,Pune",6278,8985,90.9865,M,TYPE C,OPEN,PUNE,NA,NA,90.67,GOPENH,107008,ROUND 1,NO,COMPUTER,INDIAN
199,11,"AISSMS,Pune",6278,14816,85.1213,M,TYPE A,OPEN,PUNE,NA,NA,84,GOPENH,107008,ROUND 1,NO,COMPUTER,INDIAN
200,12,"AISSMS,Pune",6278,15087,84.8422,F,TYPE C,OPEN,PUNE,NA,NA,87,GOPENH,107008,ROUND 1,NO,COMPUTER,INDIAN
201,13,"AISSMS,Pune",6278,15612,84.3212,M,TYPE A,OPEN,PUNE,NA,NA,83.83,GOPENH,107008,ROUND 1,NO,COMPUTER,INDIAN
202,14,"AISSMS,Pune",6278,16701,83.1699,M,TYPE B,OPEN,PUNE,NA,NA,69.33,GOPENH,107008,ROUND 1,NO,COMPUTER,INDIAN
203,15,"AISSMS,Pune",6278,13572,86.412,M,TYPE A,OPEN,SHIVAJI,NA,NA,70,GOPENO,107008,ROUND 1,NO,COMPUTER,INDIAN
204,16,"AISSMS,Pune",6278,15889,84.0156,F,TYPE A,OPEN,B.A.M.U.,NA,NA,76.67,GOPENO,107008,ROUND 1,NO,COMPUTER,INDIAN
205,17,"AISSMS,Pune",6278,30644,70.1287,M,TYPE A,SC,PUNE,NA,NA,62,GSCH,13462,ROUND 1,NO,COMPUTER,INDIAN
206,18,"AISSMS,Pune",6278,33128,68.0984,F,TYPE A,SC,PUNE,NA,NA,67,GSCH,13462,ROUND 1,NO,COMPUTER,INDIAN
207,19,"AISSMS,Pune",6278,28236,72.135,F,TYPE A,SC,NAGPUR,NA,NA,78.67,GSCO,13462,ROUND 1,NO,COMPUTER,INDIAN
208,20,"AISSMS,Pune",6278,50357,55.9394,F,TYPE A,DT/VJ,S.R.T.M.U.,NA,NA,85.33,GVJO,13462,ROUND 1,NO,COMPUTER,INDIAN
209,21,"AISSMS,Pune",6278,42803,60.9932,F,TYPE A,NT-D,PUNE,NA,NA,73.33,LNT3H,13462,ROUND 1,NO,COMPUTER,INDIAN
210,22,"AISSMS,Pune",6278,18831,80.9935,F,TYPE A,OBC,PUNE,NA,NA,76.33,LOBCH,60235,ROUND 1,NO,COMPUTER,INDIAN
211,23,"AISSMS,Pune",6278,19469,80.3482,F,TYPE A,OBC,PUNE,NA,NA,74.33,LOBCH,60235,ROUND 1,NO,COMPUTER,INDIAN
212,24,"AISSMS,Pune",6278,21783,78.0181,F,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,71.17,LOBCO,60235,ROUND 1,NO,COMPUTER,INDIAN
213,25,"AISSMS,Pune",6278,11806,88.1658,F,TYPE A,OPEN,PUNE,NA,NA,66.33,LOPENH,0,ROUND 1,NO,COMPUTER,INDIAN
214,26,"AISSMS,Pune",6278,31973,69.035,F,TYPE A,SC,PUNE,NA,NA,58.67,LSCH,13462,ROUND 1,NO,COMPUTER,INDIAN
215,27,"AISSMS,Pune",6278,57685,51.4121,F,TYPE A,DT/VJ,PUNE,NA,NA,58,LVJH,13462,ROUND 1,NO,COMPUTER,INDIAN
216,28,"AISSMS,Pune",6278,11936,14.8665,M,TYPE A,OBC,S.R.T.M.U.,NA,NA,85.83,AI,107008,ROUND 2,NO,COMPUTER,INDIAN
217,29,"AISSMS,Pune",6278,12823,16.0279,M,OMS,NA,OHU,NA,NA,93,AI,80000,ROUND 2,NO,COMPUTER,INDIAN
218,30,"AISSMS,Pune",6278,14019,85.9802493,M,TYPE C,OPEN,PUNE,NA,DEF3,86.33,GOPENH,107008,ROUND 2,NO,COMPUTER,INDIAN
219,31,"AISSMS,Pune",6278,17688,82.14799489,F,TYPE A,OPEN,PUNE,NA,NA,86,GOPENH,107008,ROUND 2,NO,COMPUTER,INDIAN
220,32,"AISSMS,Pune",6278,16024,83.86441694,M,TYPE A,OPEN,NORTH MAHARASHTRA,NA,NA,77.67,GOPENO,107008,ROUND 2,NO,COMPUTER,INDIAN
221,33,"AISSMS,Pune",6278,16478,83.36622665,M,TYPE B,OPEN,AMRAVATI,NA,NA,91.89,GOPENO,107008,ROUND 2,NO,COMPUTER,INDIAN
222,34,"AISSMS,Pune",6278,33353,67.88890304,F,TYPE A,SC,PUNE,NA,NA,69.5,GSTH,13462,ROUND 2,NO,COMPUTER,INDIAN
223,35,"AISSMS,Pune",6278,59411,50.38809698,M,TYPE A,SC,PUNE,NA,NA,57.33,GSTH,13462,ROUND 2,NO,COMPUTER,INDIAN
224,36,"AISSMS,Pune",6278,66687,45.87776004,F,TYPE A,SC,PUNE,NA,NA,63,GSTO,13462,ROUND 2,NO,COMPUTER,INDIAN
225,37,"AISSMS,Pune",6278,15167,84.75625738,F,TYPE A,OBC,PUNE,NA,NA,76.33,LOPENH,60235,ROUND 3,NO,COMPUTER,INDIAN
226,38,"AISSMS,Pune",6278,17295,82.57743412,F,TYPE A,SBC,PUNE,NA,NA,75.83,LOPENH,13462,ROUND 4,NO,COMPUTER,INDIAN
227,39,"AISSMS,Pune",6278,85589,32.2721807,F,TYPE A,NT-C,PUNE,PH3,NA,56,PHCH,13462,ROUND 5,NO,COMPUTER,INDIAN
228,40,"AISSMS,Pune",6278,20850,78.93545736,F,TYPE A,OPEN,PUNE,NA,NA,81,GOPEN,97008,COUNSELING ROUND,NO,COMPUTER,INDIAN
229,41,"AISSMS,Pune",6278,27210,77.99710578,M,TYPE A,OPEN,PUNE,NA,NA,83.17,GOPEN,50000,COUNSELING ROUND,NO,COMPUTER,INDIAN
230,42,"AISSMS,Pune",6278,33604,67.69733351,M,TYPE A,OPEN,PUNE,NA,NA,61.67,GOPEN,97008,COUNSELING ROUND,NO,COMPUTER,INDIAN
231,43,"AISSMS,Pune",6278,36746,65.30711481,M,TYPE A,OPEN,AMRAVATI,NA,NA,69.67,GOPEN,97008,COUNSELING ROUND,NO,COMPUTER,INDIAN
232,44,"AISSMS,Pune",6278,39583,63.28730985,M,TYPE A,OBC,AMRAVATI,NA,NA,67.33,GOPEN,50235,COUNSELING ROUND,NO,COMPUTER,INDIAN
233,1,"AISSMS,Pune",6278,63,50.40943263,M,TYPE A,OPEN,OHU,NA,NA,55.67,ACAP,107008,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
234,2,"AISSMS,Pune",6278,72,32.21829342,F,TYPE A,OPEN,PUNE,NA,NA,61,ACAP,107008,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
235,3,"AISSMS,Pune",6278,102,32.22179851,M,OMS,OPEN,OHU,NA,NA,58.83,ACAP,107008,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
236,1,"AISSMS,Pune",6278,1,48.87821137,M,TYPE A,OPEN,PUNE,NA,NA,74,IL,106508,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
237,2,"AISSMS,Pune",6278,6,42.31376234,M,TYPE A,OPEN,PUNE,NA,NA,60.33,IL,107008,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
238,3,"AISSMS,Pune",6278,12,57.4731895,M,TYPE A,OPEN,PUNE,NA,NA,55.83,IL,50000,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
239,4,"AISSMS,Pune",6278,29,57.3108511,M,TYPE A,OPEN,PUNE,NA,NA,53,IL,106508,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
240,5,"AISSMS,Pune",6278,39,36.17071922,M,TYPE A,OPEN,NAGPUR,NA,NA,53,IL,0,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
241,6,"AISSMS,Pune",6278,43,39.34737681,M,TYPE A,OPEN,B.A.M.U.,NA,NA,53.67,IL,106508,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
242,7,"AISSMS,Pune",6278,53,46.69684575,M,TYPE A,OPEN,AMRAVATI,NA,NA,61.33,IL,0,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
243,8,"AISSMS,Pune",6278,59,26.39218246,F,TYPE A,OPEN,OHU,NA,NA,50.67,IL,107008,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
244,9,"AISSMS,Pune",6278,70,40.26987094,M,OMS,OPEN,OHU,NA,NA,69.33,IL,50000,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
245,10,"AISSMS,Pune",6278,83,38.74417489,M,TYPE A,OPEN,PUNE,NA,NA,51.33,IL,107008,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
246,11,"AISSMS,Pune",6278,101,29.36517523,F,TYPE A,OPEN,PUNE,NA,NA,50.67,IL,107008,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
247,12,"AISSMS,Pune",6278,105,61.96525105,F,TYPE A,OPEN,PUNE,NA,NA,79.5,IL,107008,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
248,1,"AISSMS,Pune",6278,139,19.7236,F,J&K,NA,OHU,NA,NA,82.33,JK,27108,J&K COUNSELING,NO,COMPUTER,J&K
249,1,"AISSMS,Pune",6278,1,83.2,F,J&K SPECIAL SCHOLARSHIP SCHEME CANDIDATE,OPEN,OHU,NA,NA,82.33,JKSSS,107418,INSTITUTE LEVEL,NO,COMPUTER,J&K
250,1,"AISSMS,Pune",6278,9818,90.1979,M,TYPE A,OPEN,SOLAPUR,NA,NA,75.83,GOPENO,13462,ROUND 1,NO,COMPUTER,INDIAN
251,2,"AISSMS,Pune",6278,10083,89.9215,M,TYPE A,OPEN,SHIVAJI,NA,NA,78.67,GOPENO,13462,ROUND 1,NO,COMPUTER,INDIAN
252,3,"AISSMS,Pune",6278,10714,89.2534,F,TYPE A,OBC,PUNE,NA,NA,70,GOPENO,13462,ROUND 1,NO,COMPUTER,INDIAN
253,1,"AISSMS,Pune",6278,13585,16.9757,M,OMS,NA,OHU,NA,NA,83.67,AI,107008,ROUND 1,NO,COMPUTER,INDIAN
254,2,"AISSMS,Pune",6278,14690,18.4241,M,TYPE A,OPEN,PUNE,NA,DEF1,87.33,AI,107008,ROUND 1,NO,COMPUTER,INDIAN
255,3,"AISSMS,Pune",6278,25390,74.6954,F,TYPE C,OPEN,PUNE,NA,DEF3,82.67,DEFO,107008,ROUND 1,NO,COMPUTER,INDIAN
256,4,"AISSMS,Pune",6278,38895,63.7774,F,TYPE A,NT-C,PUNE,NA,NA,65,GNT2H,13462,ROUND 1,NO,COMPUTER,INDIAN
257,5,"AISSMS,Pune",6278,42365,61.2967,F,TYPE A,NT-C,NAGPUR,NA,NA,58.17,GNT2O,0,ROUND 1,NO,COMPUTER,INDIAN
258,6,"AISSMS,Pune",6278,26103,74.0013,M,TYPE A,OBC,PUNE,NA,NA,75.33,GOBCH,60235,ROUND 1,NO,COMPUTER,INDIAN
259,7,"AISSMS,Pune",6278,18013,81.8488,M,TYPE A,OPEN,PUNE,NA,NA,67.5,GOPENH,107008,ROUND 1,NO,COMPUTER,INDIAN
260,8,"AISSMS,Pune",6278,18435,81.4047,M,TYPE A,OPEN,PUNE,NA,NA,76.33,GOPENH,107008,ROUND 1,NO,COMPUTER,INDIAN
261,9,"AISSMS,Pune",6278,18851,80.9763,M,TYPE A,OPEN,PUNE,NA,NA,81.33,GOPENH,107008,ROUND 1,NO,COMPUTER,INDIAN
262,10,"AISSMS,Pune",6278,21053,78.7527,M,TYPE A,OPEN,PUNE,NA,NA,72.67,GOPENH,107008,ROUND 1,NO,COMPUTER,INDIAN
263,11,"AISSMS,Pune",6278,21135,78.6565,M,TYPE C,OPEN,PUNE,NA,NA,74,GOPENH,107008,ROUND 1,NO,COMPUTER,INDIAN
264,12,"AISSMS,Pune",6278,16756,83.1168,M,TYPE A,OPEN,AMRAVATI,NA,NA,65,GOPENO,107008,ROUND 1,NO,COMPUTER,INDIAN
265,13,"AISSMS,Pune",6278,18932,80.8831,M,TYPE A,OBC,AMRAVATI,NA,NA,72.17,GOPENO,60235,ROUND 1,NO,COMPUTER,INDIAN
266,14,"AISSMS,Pune",6278,51503,55.2381,F,TYPE A,SC,PUNE,NA,NA,66.67,GSCH,13462,ROUND 1,NO,COMPUTER,INDIAN
267,15,"AISSMS,Pune",6278,53089,54.2205,F,TYPE A,SC,PUNE,NA,NA,63.33,GSCH,13462,ROUND 1,NO,COMPUTER,INDIAN
268,16,"AISSMS,Pune",6278,58936,50.6512,F,TYPE A,SC,PUNE,NA,NA,69.67,GSCH,13462,ROUND 1,NO,COMPUTER,INDIAN
269,17,"AISSMS,Pune",6278,32506,68.5659,M,TYPE A,SC,B.A.M.U.,NA,NA,83.33,GSCO,13462,ROUND 1,NO,COMPUTER,INDIAN
270,18,"AISSMS,Pune",6278,43003,60.8667,M,TYPE A,SBC,PUNE,NA,NA,51.33,GSTH,13462,ROUND 1,NO,COMPUTER,INDIAN
271,19,"AISSMS,Pune",6278,66105,46.2324,F,TYPE A,NT-B,PUNE,NA,NA,64.67,LNT1H,13462,ROUND 1,NO,COMPUTER,INDIAN
272,20,"AISSMS,Pune",6278,28450,71.9414,F,TYPE A,OBC,PUNE,NA,NA,75,LOBCH,107008,ROUND 1,NO,COMPUTER,INDIAN
273,21,"AISSMS,Pune",6278,45536,59.1415,F,TYPE A,SC,PUNE,NA,NA,63.33,LSCH,13462,ROUND 1,NO,COMPUTER,INDIAN
274,22,"AISSMS,Pune",6278,13878,17.3579,M,TYPE A,OBC,SHIVAJI,NA,NA,78.33,AI,107008,ROUND 2,NO,COMPUTER,INDIAN
275,23,"AISSMS,Pune",6278,14118,17.6721,M,TYPE A,OBC,PUNE,NA,NA,82,AI,60235,ROUND 2,NO,COMPUTER,INDIAN
276,24,"AISSMS,Pune",6278,14993,18.8349,M,OMS,NA,OHU,NA,NA,81.33,AI,107008,ROUND 2,NO,COMPUTER,INDIAN
277,25,"AISSMS,Pune",6278,16386,20.7385,M,TYPE A,OPEN,AMRAVATI,NA,NA,56,AI,331489,ROUND 2,NO,COMPUTER,INDIAN
278,26,"AISSMS,Pune",6278,16535,20.9374,M,TYPE A,OPEN,GONDWANA,NA,NA,73.17,AI,107008,ROUND 2,NO,COMPUTER,INDIAN
279,27,"AISSMS,Pune",6278,16876,21.4199,M,TYPE A,OPEN,PUNE,NA,NA,68.67,AI,107008,ROUND 2,NO,COMPUTER,INDIAN
280,28,"AISSMS,Pune",6278,65886,46.38626591,M,TYPE A,NT-D,PUNE,NA,NA,54.33,GNT3H,13462,ROUND 2,NO,COMPUTER,INDIAN
281,29,"AISSMS,Pune",6278,26394,73.7482437,F,TYPE A,OBC,PUNE,NA,NA,75.33,GOBCH,60235,ROUND 2,NO,COMPUTER,INDIAN
282,30,"AISSMS,Pune",6278,20728,79.09182939,M,TYPE A,OBC,AMRAVATI,NA,NA,66.17,GOBCO,11187,ROUND 2,NO,COMPUTER,INDIAN
283,31,"AISSMS,Pune",6278,20447,79.35906889,M,TYPE A,OPEN,PUNE,NA,NA,80.83,GOPENH,107008,ROUND 2,NO,COMPUTER,INDIAN
284,32,"AISSMS,Pune",6278,17708,82.11338314,M,TYPE B,SBC,SOLAPUR,NA,NA,87.89,GOPENO,13462,ROUND 2,NO,COMPUTER,INDIAN
285,33,"AISSMS,Pune",6278,18982,80.81758597,M,TYPE A,OPEN,S.R.T.M.U.,NA,NA,73.83,GOPENO,107008,ROUND 2,NO,COMPUTER,INDIAN
286,34,"AISSMS,Pune",6278,21732,78.05753098,F,TYPE A,OPEN,PUNE,NA,NA,83,LOPENH,107008,ROUND 2,NO,COMPUTER,INDIAN
287,35,"AISSMS,Pune",6278,23311,76.62752732,F,TYPE A,OBC,PUNE,NA,NA,77.33,LOPENH,90008,ROUND 2,NO,COMPUTER,INDIAN
288,36,"AISSMS,Pune",6278,25858,74.26030932,F,TYPE A,OPEN,PUNE,NA,NA,84.33,LOPENH,107008,ROUND 2,NO,COMPUTER,INDIAN
289,37,"AISSMS,Pune",6278,59836,50.09112433,F,TYPE A,SC,AMRAVATI,NA,NA,65,LSCO,13462,ROUND 2,NO,COMPUTER,INDIAN
290,38,"AISSMS,Pune",6278,96987,14.08997858,M,TYPE A,ST,PUNE,NA,NA,45,LSTH,13462,ROUND 2,NO,COMPUTER,INDIAN
291,39,"AISSMS,Pune",6278,25005,75.06423184,M,TYPE A,SC,B.A.M.U.,NA,NA,82.67,LSTO,9000,ROUND 2,NO,COMPUTER,INDIAN
292,40,"AISSMS,Pune",6278,30517,70.17236754,F,TYPE A,OPEN,PUNE,NA,NA,81.33,GOPEN,97008,COUNSELING ROUND,NO,COMPUTER,INDIAN
293,41,"AISSMS,Pune",6278,41286,62.07532587,F,TYPE A,OPEN,PUNE,NA,NA,80.83,GOPEN,97008,COUNSELING ROUND,NO,COMPUTER,INDIAN
294,42,"AISSMS,Pune",6278,44721,59.73311436,M,TYPE A,OPEN,PUNE,NA,NA,63,GOPEN,97008,COUNSELING ROUND,NO,COMPUTER,INDIAN
295,43,"AISSMS,Pune",6278,45779,58.99143775,M,TYPE A,DT/VJ,PUNE,NA,NA,54.33,GOPEN,3462,COUNSELING ROUND,NO,COMPUTER,INDIAN
296,44,"AISSMS,Pune",6278,46280,58.68314467,M,TYPE A,OPEN,SHIVAJI,NA,NA,74.67,GOPEN,97008,COUNSELING ROUND,NO,COMPUTER,INDIAN
297,45,"AISSMS,Pune",6278,46413,58.53740534,F,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,72.33,GOPEN,50235,COUNSELING ROUND,NO,COMPUTER,INDIAN
298,46,"AISSMS,Pune",6278,47348,57.9089527,M,TYPE C,OPEN,PUNE,NA,DEF3,58.33,GOPEN,97508,COUNSELING ROUND,NO,COMPUTER,INDIAN
299,47,"AISSMS,Pune",6278,47439,57.86072855,M,TYPE A,OPEN,SHIVAJI,NA,NA,66,GOPEN,0,COUNSELING ROUND,NO,COMPUTER,INDIAN
300,1,"AISSMS,Pune",6278,2,77.82380993,M,TYPE B,OPEN,OHU,NA,NA,58,IL,107508,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
301,2,"AISSMS,Pune",6278,6,89.16465276,M,TYPE A,OPEN,PUNE,NA,NA,85,IL,102900,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
302,3,"AISSMS,Pune",6278,10,57.97500236,M,TYPE A,OPEN,PUNE,NA,NA,59.67,IL,107008,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
303,4,"AISSMS,Pune",6278,11,73.3818372,F,TYPE A,OPEN,PUNE,NA,NA,80.33,IL,107008,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
304,5,"AISSMS,Pune",6278,15,50.49187064,F,TYPE A,OPEN,PUNE,NA,NA,57.33,IL,107508,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
305,6,"AISSMS,Pune",6278,41,65.42623567,F,TYPE A,OPEN,PUNE,NA,NA,66.67,IL,107008,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
306,7,"AISSMS,Pune",6278,60,66.06083037,F,OMS,OPEN,OHU,NA,NA,83,IL,107008,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
307,8,"AISSMS,Pune",6278,79,29.04034739,F,TYPE A,OPEN,PUNE,NA,NA,54.17,IL,50000,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
308,9,"AISSMS,Pune",6278,99,14.05903338,F,TYPE A,OPEN,PUNE,NA,NA,51.67,IL,107008,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
309,10,"AISSMS,Pune",6278,44,73.08,M,TYPE A,OPEN,PUNE,NA,NA,63,IL,107008,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
310,11,"AISSMS,Pune",6278,54,82.2,M,TYPE B,OPEN,OHU,NA,NA,80.11,IL,107508,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
311,12,"AISSMS,Pune",6278,98,69.08,F,TYPE A,OPEN,PUNE,NA,NA,60.33,IL,0,INSTITUTE LEVEL,NO,COMPUTER,INDIAN
312,1,"AISSMS,Pune",6278,18316,23.2898,M,TYPE B,OPEN,PUNE,NA,DEF2,86,AI,107008,ROUND 1,NO,ELECTRICAL,INDIAN
313,2,"AISSMS,Pune",6278,20983,26.7836,M,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,88.33,AI,60235,ROUND 1,NO,ELECTRICAL,INDIAN
314,3,"AISSMS,Pune",6278,22461,28.8054,M,TYPE A,OPEN,MUMBAI,NA,NA,82.67,AI,107008,ROUND 1,NO,ELECTRICAL,INDIAN
315,4,"AISSMS,Pune",6278,39852,63.0837,M,TYPE A,OBC,S.R.T.M.U.,NA,DEF1,51.67,DEFO,60235,ROUND 1,NO,ELECTRICAL,INDIAN
316,5,"AISSMS,Pune",6278,83649,34.0762,M,TYPE A,NT-B,PUNE,NA,NA,50.33,GNT1H,13462,ROUND 1,NO,ELECTRICAL,INDIAN
317,6,"AISSMS,Pune",6278,35332,66.3501,M,TYPE A,NT-C,PUNE,NA,NA,50,GNT2H,13462,ROUND 1,NO,ELECTRICAL,INDIAN
